source_path;target_path;status_code;is_active
25-1000r12-6pr-tl-shina-pnevmaticheskaya-p3035-ekka.html;25-1000r12-6pr-tl-shina-pnevmaticheskaya-p3035-ekka;301;1
25-800-12-4pr-tl-shina-pnevmaticheskaya-p341-ekka.html;25-800-12-4pr-tl-shina-pnevmaticheskaya-p341-ekka;301;1
25-800-12-4pr-tl-shina-pnevmaticheskaya-p377-ekka.html;25-800-12-4pr-tl-shina-pnevmaticheskaya-p377-ekka;301;1
25-800r12-6pr-tl-shina-pnevmaticheskaya-p3035-ekka.html;25-800r12-6pr-tl-shina-pnevmaticheskaya-p3035-ekka;301;1
29-1100-14-6pr-tl-shina-pnevmaticheskaya-ekka-p350.html;29-1100-14-6pr-tl-shina-pnevmaticheskaya-ekka-p350;301;1
29-900-14-6pr-tl-shina-pnevmaticheskaya-ekka-p350.html;29-900-14-6pr-tl-shina-pnevmaticheskaya-ekka-p350;301;1
300-4-4pr-tt-rim-215-shina-pnevmaticheskaya-ekka-p523.html;300-4-4pr-tt-rim-215-shina-pnevmaticheskaya-ekka-p523;301;1
shiny-15-4-1-2-8-solid-star-eu-standart-bez-burta.html;shiny-15-4-1-2-8-solid-star-eu-standart-bez-burta;301;1
shina-265-25-e3-l3-28pr-superguider-tl-qh812.html;shina-265-25-e3-l3-28pr-superguider-tl-qh812;301;1
shiny-15-4-1-2-8-solid-star-eu-click-s-burtom.html;shiny-15-4-1-2-8-solid-star-eu-click-s-burtom;301;1
shiny-15-4-1-2-8-solid-star-eu-click-nm-s-burtom.html;shiny-15-4-1-2-8-solid-star-eu-click-nm-s-burtom;301;1
shiny-16h6-8-solid-star-eu-standart-nm-bez-burta.html;shiny-16h6-8-solid-star-eu-standart-nm-bez-burta;301;1
shiny-200-50-10-solid-star-eu-click-s-burtom.html;shiny-200-50-10-solid-star-eu-click-s-burtom;301;1
shiny-200-50-10-solid-star-eu-standart-bez-burta.html;shiny-200-50-10-solid-star-eu-standart-bez-burta;301;1
shiny-21-8-9-solid-star-eu-standart-nm-bez-burta.html;shiny-21-8-9-solid-star-eu-standart-nm-bez-burta;301;1
shiny-23-9-10-solid-star-eu-standart-nm-bez-burta.html;shiny-23-9-10-solid-star-eu-standart-nm-bez-burta;301;1
shiny-28-9-15-solid-star-eu-standart-bez-burta.html;shiny-28-9-15-solid-star-eu-standart-bez-burta;301;1
shiny-400-8-solid-star-eu-standart-nm-bez-burta.html;shiny-400-8-solid-star-eu-standart-nm-bez-burta;301;1
shiny-500-8-solid-star-eu-standart-nm-bez-burta.html;shiny-500-8-solid-star-eu-standart-nm-bez-burta;301;1
shiny-650-10-solid-star-eu-standart-nm-bez-burta.html;shiny-650-10-solid-star-eu-standart-nm-bez-burta;301;1
shiny-825-15-solid-star-eu-click-s-burtom.html;shiny-825-15-solid-star-eu-click-s-burtom;301;1
shiny-650-10-solid-star-eu-click-s-burtom.html;shiny-650-10-solid-star-eu-click-s-burtom;301;1
shiny-405-70-20-16-70-20-16pr--ekka-tl-ekr-4.html;shiny-405-70-20-16-70-20-16pr--ekka-tl-ekr-4;301;1
shiny-23-5-25-e3-l3-20pr-z601-tl-hengruida.html;shiny-23-5-25-e3-l3-20pr-z601-tl-hengruida;301;1
shiny-1200-20-20pr-qh202-ttf-superguider.html;shiny-1200-20-20pr-qh202-ttf-superguider;301;1
shiny-825-15-14pr-ttf-qh201-superguider.html;shiny-825-15-14pr-ttf-qh201-superguider;301;1
shiny-700-12-eu-solid-star-bez-burta.html;shiny-700-12-eu-solid-star-bez-burta;301;1
shiny-600-9-solid-star-eu-standart-bez-burta.html;shiny-600-9-solid-star-eu-standart-bez-burta;301;1
shiny-195l-24-16pr-qh608l-tl-superguider.html;shiny-195l-24-16pr-qh608l-tl-superguider;301;1
kamera-1400-24.html;kamera-1400-24;301;1
kamera-175-25.html;kamera-175-25;301;1
kamera-235-25.html;kamera-235-25;301;1
kamera-1800-25-205-25.html;kamera-1800-25-205-25;301;1
kamera-155-25.html;kamera-155-25;301;1
kamera-295-25.html;kamera-295-25;301;1
kamera-169-24-149-24.html;kamera-169-24-149-24;301;1
kamera-169-28-149-28.html;kamera-169-28-149-28;301;1
kamera-16-70-20-405-70-20.html;kamera-16-70-20-405-70-20;301;1
kamera-125-80-18.html;kamera-125-80-18;301;1
kamera-184-26.html;kamera-184-26;301;1
kamera-16-70-24-405-70-24.html;kamera-16-70-24-405-70-24;301;1
kamera-205-70-16.html;kamera-205-70-16;301;1
kamera-28-9-15-815-15.html;kamera-28-9-15-815-15;301;1
kamera-300-15.html;kamera-300-15;301;1
kamera-500-8-18h7-8.html;kamera-500-8-18h7-8;301;1
kamera-650-10.html;kamera-650-10;301;1
kamera-600-9.html;kamera-600-9;301;1
kamera-700-12.html;kamera-700-12;301;1
obodnaya-lenta-175-25.html;obodnaya-lenta-175-25;301;1
obodnaya-lenta-1200-24-1400-24.html;obodnaya-lenta-1200-24-1400-24;301;1
obodnaya-lenta-235-25.html;obodnaya-lenta-235-25;301;1
obodnaya-lenta-205-25.html;obodnaya-lenta-205-25;301;1
shiny-200-50-10-solid-star-eu-click-nm-s-burtom-belaya.html;shiny-200-50-10-solid-star-eu-click-nm-s-burtom-belaya;301;1
shiny-21-8-9200-75-9-solid-star-eu-click-nm-s-burtom-belaya.html;shiny-21-8-9200-75-9-solid-star-eu-click-nm-s-burtom-belaya;301;1
shina-12-5-80-18-qh608-16pr-tl-superguider.html;shina-12-5-80-18-qh608-16pr-tl-superguider;301;1
shiny-18-7-8-180-70-8-solid-star-eu-click-nm-s-burtom.html;shiny-18-7-8-180-70-8-solid-star-eu-click-nm-s-burtom;301;1
shiny-700-12-solid-star-eu-click-nm-c-burtom.html;shiny-700-12-solid-star-eu-click-nm-c-burtom;301;1
shiny-700-12-solid-star-eu-standart-nm-bez-burta.html;shiny-700-12-solid-star-eu-standart-nm-bez-burta;301;1
shiny-175-25-l3-e3-20pr-tl-hengruida-z601-ht236.html;shiny-175-25-l3-e3-20pr-tl-hengruida-z601-ht236;301;1
shiny-175r25-e3-l3-boto-gcb5-tl.html;shiny-175r25-e3-l3-boto-gcb5-tl;301;1
shiny-1800r25-l5s-boto-gcb7-tl.html;shiny-1800r25-l5s-boto-gcb7-tl;301;1
shiny-235r25-e4-l4-boto-gcb5-tl.html;shiny-235r25-e4-l4-boto-gcb5-tl;301;1
shiny-265r25-e4-l4-boto-gcb5-tl.html;shiny-265r25-e4-l4-boto-gcb5-tl;301;1
shiny-405-70-24-16-70-24-16pr-ekr-4-ekka-tl.html;shiny-405-70-24-16-70-24-16pr-ekr-4-ekka-tl;301;1
shiny-265r25-l5-boto-tl-gca8.html;shiny-265r25-l5-boto-tl-gca8;301;1
shiny-295r25-e4-l4-boto-gcb5-tl.html;shiny-295r25-e4-l4-boto-gcb5-tl;301;1
shiny-235-25-l5-24pr-tl-superguider.html;shiny-235-25-l5-24pr-tl-superguider;301;1
shiny-1200-20-20pr-c601-ttf-ekka.html;shiny-1200-20-20pr-c601-ttf-ekka;301;1
shiny-195l-24-qh601-12pr-tl-superguider.html;shiny-195l-24-qh601-12pr-tl-superguider;301;1
shiny-140-55-9-solid-star-eu-click.html;shiny-140-55-9-solid-star-eu-click;301;1
kamera-400-8.html;kamera-400-8;301;1
ek-3705ab-vozdushnyj-filtr.html;ek-3705ab-vozdushnyj-filtr;301;1
ek-4039-gidravlicheskij-filtr.html;ek-4039-gidravlicheskij-filtr;301;1
